"","log(WAGE)","SEX","EXPERIENCE","I(EXPERIENCE^2)","EDUCATION","as.factor(OCCUPATION)","UNION","zipcode"
"511",2.45495246510145,1,14,196,17,"5",0,94108
"512",2.35568103778063,0,11,121,16,"5",0,10003
"513",2.91318331894904,0,23,529,18,"5",1,30303
"514",2.62616982417058,0,39,1521,12,"5",1,44128
"515",2.37247096497068,0,15,225,16,"5",0,19034
"516",2.10374357788323,1,15,225,14,"5",0,98935
"517",2.42432272381015,0,10,100,16,"5",0,98491
"518",1.7742832421931,1,25,625,12,"5",0,40202
"519",2.06231429161828,1,12,144,14,"5",0,10016
"520",2.33482398020891,1,7,49,16,"5",0,10007
"521",2.37468227099843,0,7,49,17,"5",1,10016
"522",2.45708361317498,0,17,289,16,"5",0,48219
"523",2.56678747478066,0,10,100,16,"5",1,2887
"524",2.24954240731345,0,2,4,17,"5",0,16335
"525",2.16721273780878,1,34,1156,9,"5",1,92335
"526",2.2254909728273,1,11,121,15,"5",0,94260
"527",2.26542129639273,0,10,100,15,"5",0,33624
"528",1.91354698394859,0,12,144,12,"5",0,90017
"529",2.42851319446913,1,6,36,16,"5",1,23502
"530",2.2730452485388,0,5,25,18,"5",0,62960
"531",2.08293553469592,1,33,1089,12,"5",0,27401
"532",2.73510552533052,1,25,625,17,"5",1,1824
"533",2.27676367606621,0,13,169,12,"5",1,60657
"534",2.58917986930355,0,33,1089,16,"5",0,46382
